gene_id	CHROM	POS	STRAND	gene_name	interval
ENSG00000171530	chr5	77072185	-	TBCA	chr5:76986991-77164604
ENSG00000132842	chr5	77590579	-	AP3B1	chr5:77296349-77590579
ENSG00000085365	chr5	77656338	+	SCAMP1	chr5:77656339-77776562
ENSG00000145685	chr5	77944648	-	LHFPL2	chr5:77781038-78065844
ENSG00000113273	chr5	78281608	-	ARSB	chr5:78073032-78281910
ENSG00000132837	chr5	78365472	-	DMGDH	chr5:78293438-78531861
ENSG00000132840	chr5	78365539	+	BHMT2	chr5:78365540-78385289
ENSG00000145692	chr5	78407601	+	BHMT	chr5:78407602-78428108
ENSG00000152409	chr5	78532011	+	JMY	chr5:78532012-78623038
ENSG00000152413	chr5	78810040	-	HOMER1	chr5:78668459-78810040
ENSG00000164329	chr5	78908242	+	PAPD4	chr5:78907943-78982471
ENSG00000164309	chr5	78985699	+	CMYA5	chr5:78985700-79096063
ENSG00000177034	chr5	79287068	-	MTX3	chr5:79275584-79287082
ENSG00000113296	chr5	79331170	+	THBS4	chr5:79287134-79379110
ENSG00000164300	chr5	79551898	-	SERINC5	chr5:79407050-79551898
ENSG00000164299	chr5	79615789	+	SPZ1	chr5:79615444-79617661
ENSG00000039319	chr5	79703831	+	ZFYVE16	chr5:79703832-79775169
ENSG00000152380	chr5	79783787	+	FAM151B	chr5:79783788-79838382
ENSG00000189127	chr5	79866307	-	ANKRD34B	chr5:79852574-79866307
ENSG00000271043	chr5	79946855	-	MTRNR2L2	chr5:79945819-79946855
ENSG00000113318	chr5	79950466	+	MSH3	chr5:79950467-80172279
ENSG00000228716	chr5	79950802	-	DHFR	chr5:79922047-79950802
ENSG00000113319	chr5	80256490	+	RASGRF2	chr5:80256491-80525975
ENSG00000131730	chr5	80529142	+	CKMT2	chr5:80529104-80562216
ENSG00000131732	chr5	80597421	+	ZCCHC9	chr5:80597409-80609116
ENSG00000172497	chr5	80689962	-	ACOT12	chr5:80625824-80689998
ENSG00000145687	chr5	81047072	-	SSBP2	chr5:80708840-81047616
ENSG00000152348	chr5	81267843	+	ATG10	chr5:81267844-81572676
ENSG00000186468	chr5	81574396	-	RPS23	chr5:81569177-81574396
ENSG00000205464	chr5	81575280	+	ATP6AP1L	chr5:81575281-81682796
ENSG00000174695	chr5	82373315	-	TMEM167A	chr5:82348665-82373682
ENSG00000152422	chr5	82373411	+	XRCC4	chr5:82373317-82649606
ENSG00000038427	chr5	82767283	+	VCAN	chr5:82767284-82878122
ENSG00000145681	chr5	83017432	-	HAPLN1	chr5:82933624-83017432
ENSG00000164176	chr5	83680611	-	EDIL3	chr5:83236373-83680611
ENSG00000127184	chr5	85913772	+	COX7C	chr5:85913721-85916779
ENSG00000145715	chr5	86563704	+	RASA1	chr5:86563705-86687748
ENSG00000134480	chr5	86708836	-	CCNH	chr5:86687311-86708836
ENSG00000164180	chr5	87564665	-	TMEM161B	chr5:87485450-87565293
ENSG00000081189	chr5	88199899	-	MEF2C	chr5:88013975-88199922
ENSG00000153140	chr5	89705603	-	CETN3	chr5:89688078-89705603
ENSG00000176055	chr5	89770585	-	MBLAC2	chr5:89754020-89770585
ENSG00000113356	chr5	89770680	+	POLR3G	chr5:89767565-89810370
ENSG00000176018	chr5	89825398	-	LYSMD3	chr5:89811428-89825401
ENSG00000164199	chr5	89854616	+	GPR98	chr5:89825161-90460038
ENSG00000113369	chr5	90679176	-	ARRDC3	chr5:90664541-90679176
ENSG00000175745	chr5	92919042	+	NR2F1	chr5:92919043-92930321
ENSG00000248483	chr5	93077343	-	POU5F2	chr5:93070508-93077343
ENSG00000113391	chr5	93447340	-	FAM172A	chr5:92953775-93447404
ENSG00000133302	chr5	93954051	+	ANKRD32	chr5:93954052-94075141
ENSG00000175471	chr5	94620279	-	MCTP1	chr5:94039446-94620279
ENSG00000153347	chr5	94727047	+	FAM81B	chr5:94727048-94786158
ENSG00000198677	chr5	94890711	-	TTC37	chr5:94799599-94890711
ENSG00000164291	chr5	94890777	+	ARSK	chr5:94890778-94940768
ENSG00000178015	chr5	94955781	+	GPR150	chr5:94955782-94957846
ENSG00000175449	chr5	94982582	+	RFESD	chr5:94982458-95020477
ENSG00000145757	chr5	95018700	-	SPATA9	chr5:94987885-95034415
ENSG00000164292	chr5	95066878	+	RHOBTB3	chr5:95049226-95160087
ENSG00000173221	chr5	95158418	-	GLRX	chr5:95087023-95158709
ENSG00000118985	chr5	95297775	-	ELL2	chr5:95220802-95297775
ENSG00000175426	chr5	95768984	-	PCSK1	chr5:95726119-95769847
ENSG00000153113	chr5	95997940	+	CAST	chr5:95860971-96115299
ENSG00000164307	chr5	96143803	-	ERAP1	chr5:96096521-96143803
ENSG00000164308	chr5	96211642	+	ERAP2	chr5:96211643-96255420
ENSG00000113441	chr5	96271167	+	LNPEP	chr5:96271098-96373219
ENSG00000145721	chr5	96478576	-	LIX1	chr5:96427574-96478576
ENSG00000058729	chr5	96518964	-	RIOK2	chr5:96496571-96518964
ENSG00000174136	chr5	98104998	+	RGMB	chr5:98104354-98134347
ENSG00000153922	chr5	98262240	-	CHD1	chr5:98190908-98262240
ENSG00000174132	chr5	99871008	+	FAM174A	chr5:99871009-99922445
ENSG00000113532	chr5	100238970	-	ST8SIA4	chr5:100142639-100238970
ENSG00000173930	chr5	101632253	-	SLCO4C1	chr5:101569690-101632253
ENSG00000205359	chr5	101834720	-	SLCO6A1	chr5:101707486-101834720
ENSG00000145730	chr5	102201713	+	PAM	chr5:102089685-102366809
ENSG00000145723	chr5	102455855	-	GIN1	chr5:102421704-102455855
ENSG00000145725	chr5	102455903	+	PPIP5K2	chr5:102455853-102548500
ENSG00000181751	chr5	102594402	+	C5orf30	chr5:102594403-102614361
ENSG00000112874	chr5	102898494	-	NUDT12	chr5:102884556-102898494
ENSG00000184349	chr5	107006596	-	EFNA5	chr5:106712590-107006596
ENSG00000151422	chr5	108083522	+	FER	chr5:108083523-108532542
ENSG00000198961	chr5	108745695	-	PJA2	chr5:108670410-108745695
ENSG00000112893	chr5	109025066	+	MAN2A1	chr5:109025067-109205326
ENSG00000186952	chr5	110062366	-	TMEM232	chr5:109624934-110074657
ENSG00000164209	chr5	110074694	+	SLC25A46	chr5:110073837-110100857
ENSG00000145777	chr5	110407389	+	TSLP	chr5:110405760-110413722
ENSG00000134987	chr5	110427413	+	WDR36	chr5:110427414-110466200
ENSG00000152495	chr5	110559783	+	CAMK4	chr5:110559351-110830584
ENSG00000164211	chr5	110848208	-	STARD4	chr5:110831731-110848288
ENSG00000134986	chr5	111312628	-	NREP	chr5:110998318-111333161
ENSG00000129595	chr5	111755013	-	EPB41L4A	chr5:111478138-111755013
ENSG00000134982	chr5	112043217	+	APC	chr5:112043195-112181936
ENSG00000153037	chr5	112196918	+	SRP19	chr5:112196919-112205485
ENSG00000272869	chr5	112196991	+	CTC-487M23.8	chr5:112196885-112228776
ENSG00000212643	chr5	112227312	+	ZRSR1	chr5:112227313-112228791
ENSG00000129625	chr5	112258236	-	REEP5	chr5:112212084-112258236
ENSG00000172795	chr5	112312432	+	DCP2	chr5:112312399-112356667
ENSG00000212122	chr5	112770728	-	TSSK1B	chr5:112768251-112770728
ENSG00000171444	chr5	112824527	-	MCC	chr5:112357796-112824527
ENSG00000047188	chr5	112849379	+	YTHDC2	chr5:112849380-112930982
ENSG00000080709	chr5	113696641	+	KCNN2	chr5:113696642-113832337
ENSG00000152503	chr5	114515856	-	TRIM36	chr5:114460459-114516243
ENSG00000164219	chr5	114598569	-	PGGT1B	chr5:114546527-114598569
ENSG00000164221	chr5	114632528	-	CCDC112	chr5:114602885-114632528
ENSG00000145780	chr5	114880591	-	FEM1C	chr5:114856608-114880591
ENSG00000251201	chr5	114961858	-	TMED7-TICAM2	chr5:114914339-114961858
ENSG00000134970	chr5	114961870	-	TMED7	chr5:114949205-114968689
ENSG00000243414	chr5	114961876	-	TICAM2	chr5:114914339-114961876
ENSG00000129596	chr5	115152651	-	CDO1	chr5:115140430-115152651
ENSG00000177879	chr5	115177177	+	AP3S1	chr5:115177178-115249778
ENSG00000145782	chr5	115177555	-	ATG12	chr5:115163893-115177555
ENSG00000172901	chr5	115298190	+	AQPEP	chr5:115298151-115363316
ENSG00000145781	chr5	115420687	+	COMMD10	chr5:115420688-115748459
ENSG00000092421	chr5	115910630	-	SEMA6A	chr5:115779312-115910630
ENSG00000169570	chr5	118324240	-	DTWD2	chr5:118173017-118324240
ENSG00000172869	chr5	118407184	+	DMXL1	chr5:118373467-118584833
ENSG00000145779	chr5	118690008	+	TNFAIP8	chr5:118604387-118735383
ENSG00000133835	chr5	118788264	+	HSD17B4	chr5:118788138-118972894
ENSG00000164334	chr5	118965292	+	FAM170A	chr5:118965254-118971517
ENSG00000184838	chr5	119800018	+	PRR16	chr5:119799973-120023027
ENSG00000181867	chr5	121187649	+	FTMT	chr5:121187650-121188519
ENSG00000151304	chr5	121297655	+	SRFBP1	chr5:121297656-121411265
ENSG00000113083	chr5	121413980	-	LOX	chr5:121398890-121413980
ENSG00000164185	chr5	121465207	+	ZNF474	chr5:121465208-121515312
ENSG00000064692	chr5	121647763	+	SNCAIP	chr5:121647049-121799914
ENSG00000205302	chr5	122110690	+	SNX2	chr5:122110691-122165803
ENSG00000064652	chr5	122181143	+	SNX24	chr5:122179134-122365049
ENSG00000168938	chr5	122372436	-	PPIC	chr5:122358945-122372436
ENSG00000061455	chr5	122424815	+	PRDM6	chr5:122424816-122529960
ENSG00000168944	chr5	122758997	-	CEP120	chr5:122680579-122759286
ENSG00000151292	chr5	122847792	+	CSNK1G3	chr5:122847793-122952739
ENSG00000168916	chr5	124081118	-	ZNF608	chr5:123972608-124084500
ENSG00000155324	chr5	125695823	+	GRAMD3	chr5:125695824-125832186
ENSG00000164904	chr5	125931110	-	ALDH7A1	chr5:125877533-125931110
ENSG00000164902	chr5	125935959	+	PHAX	chr5:125935960-125962944
ENSG00000113368	chr5	126112839	+	LMNB1	chr5:126112315-126172712
ENSG00000173926	chr5	126366500	-	MARCH3	chr5:126203406-126366500
ENSG00000164241	chr5	126409184	-	C5orf63	chr5:126378250-126409184
ENSG00000145794	chr5	126626550	+	MEGF10	chr5:126626523-126801429
ENSG00000164244	chr5	126853300	+	PRRC1	chr5:126853301-126890781
ENSG00000205279	chr5	126984735	+	CTXN3	chr5:126984736-126994322
ENSG00000064651	chr5	127419457	+	SLC12A2	chr5:127419458-127525380
ENSG00000138829	chr5	127994878	-	FBN2	chr5:127593601-127994878
ENSG00000113396	chr5	128300820	+	SLC27A6	chr5:127873706-128369335
ENSG00000066583	chr5	128430443	+	ISOC1	chr5:128430444-128449721
ENSG00000145808	chr5	128795957	+	ADAMTS19	chr5:128795958-129074376
ENSG00000186367	chr5	129083771	+	KIAA1024L	chr5:129083772-129102425
ENSG00000198108	chr5	129240164	+	CHSY3	chr5:129240165-129522327
ENSG00000169567	chr5	130501178	-	HINT1	chr5:130494720-130507428
ENSG00000186687	chr5	130506502	+	LYRM7	chr5:130506503-130541119
ENSG00000158985	chr5	130599792	+	CDC42SE2	chr5:130581186-130734140
ENSG00000158987	chr5	130970804	-	RAPGEF6	chr5:130759614-130970929
ENSG00000273217	chr5	131132676	-	CTC-432M15.3	chr5:130761584-131132676
ENSG00000217128	chr5	131132710	-	FNIP1	chr5:130977407-131132710
ENSG00000164398	chr5	131347355	-	ACSL6	chr5:131142683-131347936
ENSG00000164399	chr5	131396221	+	IL3	chr5:131396222-131398897
ENSG00000164400	chr5	131409482	+	CSF2	chr5:131409483-131411859
ENSG00000072682	chr5	131563508	-	P4HA2	chr5:131527531-131631008
ENSG00000131435	chr5	131593363	+	PDLIM4	chr5:131593364-131609147
ENSG00000197208	chr5	131630135	+	SLC22A4	chr5:131630136-131679899
ENSG00000197375	chr5	131705443	+	SLC22A5	chr5:131705444-131731306
ENSG00000125347	chr5	131826490	-	IRF1	chr5:131817301-131826490
ENSG00000113525	chr5	131879214	-	IL5	chr5:131877136-131892530
ENSG00000113522	chr5	131892629	+	RAD50	chr5:131891711-131980313
ENSG00000169194	chr5	131993864	+	IL13	chr5:131991955-131996802
ENSG00000113520	chr5	132009677	+	IL4	chr5:132009678-132018368
ENSG00000131437	chr5	132073330	-	KIF3A	chr5:132028320-132073330
ENSG00000164402	chr5	132113067	-	SEPT8	chr5:132086509-132142933
ENSG00000164403	chr5	132166590	-	SHROOM1	chr5:132157833-132166590
ENSG00000164405	chr5	132202251	+	UQCRQ	chr5:132202252-132203723
ENSG00000164404	chr5	132202329	-	GDF9	chr5:132196873-132202576
ENSG00000164406	chr5	132208013	+	LEAP2	chr5:132208014-132210738
ENSG00000072364	chr5	132299326	-	AFF4	chr5:132211071-132299326
ENSG00000155329	chr5	132362296	-	ZCCHC10	chr5:132332677-132362296
ENSG00000170606	chr5	132387653	+	HSPA4	chr5:132387654-132442141
ENSG00000053108	chr5	132948255	-	FSTL4	chr5:132532147-132948255
ENSG00000113583	chr5	133304478	-	C5orf15	chr5:133291201-133304478
ENSG00000213585	chr5	133340824	-	VDAC1	chr5:133307606-133340824
ENSG00000081059	chr5	133450401	+	TCF7	chr5:133450402-133487556
ENSG00000113558	chr5	133512729	-	SKP1	chr5:133484633-133512729
ENSG00000272772	chr5	133561762	-	CTD-2410N18.5	chr5:133502861-133561762
ENSG00000113575	chr5	133561833	-	PPP2CA	chr5:133530025-133561833
ENSG00000006837	chr5	133702765	-	CDKL3	chr5:133541305-133706738
ENSG00000119048	chr5	133706869	+	UBE2B	chr5:133706870-133727683
ENSG00000237190	chr5	133747589	-	CDKN2AIPNL	chr5:133737778-133747589
ENSG00000043143	chr5	133861797	+	JADE2	chr5:133860003-133918918
ENSG00000152700	chr5	133968678	-	SAR1B	chr5:133936834-133984961
ENSG00000113615	chr5	133984478	+	SEC24A	chr5:133984479-134063513
ENSG00000164615	chr5	134074190	+	CAMLG	chr5:134074191-134087847
ENSG00000145833	chr5	134094493	+	DDX46	chr5:134094469-134190823
ENSG00000181904	chr5	134181677	+	C5orf24	chr5:134181370-134195427
ENSG00000113621	chr5	134209492	+	TXNDC15	chr5:134209493-134237215
ENSG00000132570	chr5	134240809	+	PCBD2	chr5:134240596-134343649
ENSG00000152705	chr5	134303595	+	CATSPER3	chr5:134303596-134347392
ENSG00000069011	chr5	134369988	-	PITX1	chr5:134363425-134370503
ENSG00000113648	chr5	134735312	-	H2AFY	chr5:134669590-134735604
ENSG00000251380	chr5	134783038	-	C5orf20	chr5:134779905-134783038
ENSG00000255833	chr5	134788089	-	TIFAB	chr5:134779908-134788089
ENSG00000181965	chr5	134871639	-	NEUROG1	chr5:134869991-134871639
ENSG00000145824	chr5	134914969	-	CXCL14	chr5:134906373-134914969
ENSG00000145832	chr5	135170415	+	SLC25A48	chr5:135170338-135224326
ENSG00000145839	chr5	135231516	-	IL9	chr5:135227935-135231516
ENSG00000145826	chr5	135290723	-	LECT2	chr5:135257968-135290723
ENSG00000120708	chr5	135364583	+	TGFBI	chr5:135364584-135399507
ENSG00000113658	chr5	135468535	+	SMAD5	chr5:135468534-135524435
ENSG00000069018	chr5	135701225	-	TRPC7	chr5:135548999-135732730
ENSG00000152377	chr5	136835037	-	SPOCK1	chr5:136310987-136934068
ENSG00000146021	chr5	137071779	-	KLHL3	chr5:136953189-137071779
ENSG00000177733	chr5	137090039	-	HNRNPA0	chr5:137087075-137090039
ENSG00000120729	chr5	137203479	+	MYOT	chr5:137203480-137223540
ENSG00000078795	chr5	137225157	+	PKD2L2	chr5:137223657-137278436
ENSG00000031003	chr5	137368720	-	FAM13B	chr5:137273649-137387650
ENSG00000061492	chr5	137419773	+	WNT8A	chr5:137419581-137428054
ENSG00000112981	chr5	137475104	-	NME5	chr5:137450866-137475132
ENSG00000112983	chr5	137514675	-	BRD8	chr5:137475455-137514675
ENSG00000112984	chr5	137514686	+	KIF20A	chr5:137514408-137523404
ENSG00000094880	chr5	137549032	-	CDC23	chr5:137523339-137549032
ENSG00000146013	chr5	137610360	-	GFRA3	chr5:137588068-137610360
ENSG00000158402	chr5	137667524	-	CDC25C	chr5:137620954-137674044
ENSG00000120709	chr5	137673720	+	FAM53C	chr5:137667624-137685416
ENSG00000120733	chr5	137688284	+	KDM3B	chr5:137688285-137772717
ENSG00000132563	chr5	137774775	+	REEP2	chr5:137774706-137782658
ENSG00000120738	chr5	137801178	+	EGR1	chr5:137801179-137805004
ENSG00000120705	chr5	137878989	-	ETF1	chr5:137841784-137878989
ENSG00000113013	chr5	137911133	-	HSPA9	chr5:137890571-137911133
ENSG00000044115	chr5	138089111	+	CTNNA1	chr5:137946656-138270723
ENSG00000146006	chr5	138210979	-	LRRTM2	chr5:138204612-138211057
ENSG00000120725	chr5	138534087	-	SIL1	chr5:138282409-138629246
ENSG00000015479	chr5	138629336	+	MATR3	chr5:138609441-138667360
ENSG00000120727	chr5	138678130	+	PAIP2	chr5:138677276-138705406
ENSG00000170482	chr5	138718981	-	SLC23A1	chr5:138702885-138720242
ENSG00000170476	chr5	138725603	-	MZB1	chr5:138723169-138725770
ENSG00000170469	chr5	138739757	-	SPATA24	chr5:138732252-138739777
ENSG00000170464	chr5	138775215	-	DNAJC18	chr5:138744279-138780180
ENSG00000249751	chr5	138842328	-	ECSCR	chr5:138784245-138842328
ENSG00000184584	chr5	138862375	-	TMEM173	chr5:138855119-138862520
ENSG00000131508	chr5	138940750	+	UBE2D2	chr5:138906016-139008018
ENSG00000171604	chr5	139027876	+	CXXC5	chr5:139026884-139063467
ENSG00000146005	chr5	139175405	+	PSD2	chr5:139175406-139224051
ENSG00000158458	chr5	139422879	-	NRG2	chr5:139226364-139422884
ENSG00000185129	chr5	139493707	+	PURA	chr5:139487362-139496321
ENSG00000182700	chr5	139505520	+	IGIP	chr5:139505521-139508391
ENSG00000120306	chr5	139554226	+	CYSTM1	chr5:139554227-139661637
ENSG00000113068	chr5	139682706	-	PFDN1	chr5:139624624-139682706
ENSG00000113070	chr5	139726216	-	HBEGF	chr5:139712428-139726216
ENSG00000113073	chr5	139739786	+	SLC4A9	chr5:139739787-139754728
ENSG00000131503	chr5	139781428	+	ANKHD1	chr5:139781399-139929163
ENSG00000254996	chr5	139781492	+	ANKHD1-EIF4EBP3	chr5:139781493-139929154
ENSG00000243056	chr5	139927250	+	EIF4EBP3	chr5:139927251-139929163
ENSG00000213523	chr5	139937895	-	SRA1	chr5:139916925-139937895
ENSG00000113108	chr5	139943845	-	APBB3	chr5:139937853-139973337
ENSG00000176087	chr5	139944475	+	SLC35A4	chr5:139944041-139948688
ENSG00000170458	chr5	140013286	-	CD14	chr5:140011313-140013286
ENSG00000113119	chr5	140019011	+	TMCO6	chr5:140019012-140024993
ENSG00000113141	chr5	140027354	+	IK	chr5:140026643-140042064
ENSG00000131495	chr5	140027370	-	NDUFA2	chr5:140018325-140027370
ENSG00000120314	chr5	140044260	+	WDR55	chr5:140044261-140053709
ENSG00000256453	chr5	140053171	-	DND1	chr5:140050379-140053171
ENSG00000112855	chr5	140071010	+	HARS2	chr5:140071011-140078889
ENSG00000170445	chr5	140071609	-	HARS	chr5:140052758-140071609
ENSG00000146007	chr5	140079918	+	ZMAT2	chr5:140078265-140086248
ENSG00000204970	chr5	140165875	+	PCDHA1	chr5:140165876-140391929
ENSG00000204969	chr5	140174549	+	PCDHA2	chr5:140174444-140391929
ENSG00000255408	chr5	140180782	+	PCDHA3	chr5:140180783-140391929
ENSG00000204967	chr5	140186772	+	PCDHA4	chr5:140186659-140391929
ENSG00000204965	chr5	140201360	+	PCDHA5	chr5:140201222-140391929
ENSG00000081842	chr5	140207562	+	PCDHA6	chr5:140207563-140391929
ENSG00000204963	chr5	140213968	+	PCDHA7	chr5:140213969-140391929
ENSG00000204962	chr5	140220906	+	PCDHA8	chr5:140220907-140391929
ENSG00000204961	chr5	140227047	+	PCDHA9	chr5:140227048-140391929
ENSG00000250120	chr5	140235633	+	PCDHA10	chr5:140235595-140391929
ENSG00000249158	chr5	140248688	+	PCDHA11	chr5:140248689-140391929
ENSG00000251664	chr5	140255057	+	PCDHA12	chr5:140255058-140391929
ENSG00000239389	chr5	140261853	+	PCDHA13	chr5:140261793-140391929
ENSG00000248383	chr5	140306477	+	PCDHAC1	chr5:140306302-140391929
ENSG00000243232	chr5	140345819	+	PCDHAC2	chr5:140345820-140391936
ENSG00000171815	chr5	140430978	+	PCDHB1	chr5:140430979-140433512
ENSG00000112852	chr5	140474226	+	PCDHB2	chr5:140474227-140476962
ENSG00000113205	chr5	140480233	+	PCDHB3	chr5:140480234-140483406
ENSG00000081818	chr5	140501580	+	PCDHB4	chr5:140501581-140505201
ENSG00000113209	chr5	140514799	+	PCDHB5	chr5:140514800-140517703
ENSG00000113211	chr5	140529838	+	PCDHB6	chr5:140529683-140532868
ENSG00000113212	chr5	140552242	+	PCDHB7	chr5:140552243-140555957
ENSG00000120322	chr5	140557370	+	PCDHB8	chr5:140557371-140560081
ENSG00000196963	chr5	140560979	+	PCDHB16	chr5:140560980-140565793
ENSG00000120324	chr5	140571941	+	PCDHB10	chr5:140571942-140575215
ENSG00000197479	chr5	140579347	+	PCDHB11	chr5:140579183-140582618
ENSG00000120328	chr5	140588290	+	PCDHB12	chr5:140588269-140591696
ENSG00000187372	chr5	140593508	+	PCDHB13	chr5:140593509-140596993
ENSG00000120327	chr5	140603077	+	PCDHB14	chr5:140602931-140605858
ENSG00000113248	chr5	140625146	+	PCDHB15	chr5:140625147-140627799
ENSG00000120329	chr5	140683612	-	SLC25A2	chr5:140682196-140683612
ENSG00000178913	chr5	140700330	-	TAF7	chr5:140698057-140700330
ENSG00000204956	chr5	140710251	+	PCDHGA1	chr5:140710252-140892546
ENSG00000081853	chr5	140718538	+	PCDHGA2	chr5:140718539-140892546
ENSG00000254245	chr5	140723600	+	PCDHGA3	chr5:140723601-140892546
ENSG00000254221	chr5	140729827	+	PCDHGB1	chr5:140729828-140892546
ENSG00000262576	chr5	140734767	+	PCDHGA4	chr5:140734768-140892546
ENSG00000253910	chr5	140739702	+	PCDHGB2	chr5:140739703-140892546
ENSG00000253485	chr5	140743897	+	PCDHGA5	chr5:140743898-140892546
ENSG00000262209	chr5	140749830	+	PCDHGB3	chr5:140749831-140892546
ENSG00000253731	chr5	140753650	+	PCDHGA6	chr5:140753651-140892546
ENSG00000253537	chr5	140762466	+	PCDHGA7	chr5:140762467-140892546
ENSG00000253953	chr5	140767451	+	PCDHGB4	chr5:140767452-140892546
ENSG00000253767	chr5	140772380	+	PCDHGA8	chr5:140772381-140892546
ENSG00000261934	chr5	140782519	+	PCDHGA9	chr5:140782520-140892546
ENSG00000253305	chr5	140787769	+	PCDHGB6	chr5:140787770-140892546
ENSG00000253846	chr5	140792742	+	PCDHGA10	chr5:140792743-140892546
ENSG00000254122	chr5	140797426	+	PCDHGB7	chr5:140797427-140892546
ENSG00000253873	chr5	140800761	+	PCDHGA11	chr5:140800762-140891835
ENSG00000253159	chr5	140810184	+	PCDHGA12	chr5:140810185-140892546
ENSG00000240184	chr5	140855579	+	PCDHGC3	chr5:140855580-140892542
ENSG00000242419	chr5	140864740	+	PCDHGC4	chr5:140864741-140892546
ENSG00000240764	chr5	140868807	+	PCDHGC5	chr5:140868808-140892546
ENSG00000131504	chr5	140998622	-	DIAPH1	chr5:140894583-140998622
ENSG00000171720	chr5	141016437	-	HDAC3	chr5:141000443-141016437
ENSG00000164620	chr5	141016592	+	RELL2	chr5:141016517-141020644
ENSG00000197948	chr5	141030986	-	FCHSD1	chr5:141018869-141030986
ENSG00000120318	chr5	141061788	-	ARAP3	chr5:141032968-141061788
ENSG00000156453	chr5	141257975	-	PCDH1	chr5:141232938-141258811
ENSG00000081791	chr5	141303372	+	KIAA0141	chr5:141303373-141321612
ENSG00000113555	chr5	141338627	-	PCDH12	chr5:141323150-141349304
ENSG00000013561	chr5	141348603	+	RNF14	chr5:141337893-141369856
ENSG00000113552	chr5	141392359	-	GNPDA1	chr5:141371314-141392606
ENSG00000131507	chr5	141488069	+	NDFIP1	chr5:141488070-141534005
ENSG00000187678	chr5	141704566	-	SPRY4	chr5:141689992-141706020
ENSG00000113578	chr5	142000907	-	FGF1	chr5:141971743-142077617
ENSG00000145819	chr5	142149948	+	ARHGAP26	chr5:142149949-142608576
ENSG00000113580	chr5	142783254	-	NR3C1	chr5:142657496-142815077
ENSG00000158497	chr5	143191725	+	HMHB1	chr5:143191726-143200284
ENSG00000145817	chr5	143550223	-	YIPF5	chr5:143537723-143550278
ENSG00000183775	chr5	143584839	+	KCTD16	chr5:143550396-143865249
ENSG00000186314	chr5	145214867	-	PRELID2	chr5:144851362-145214932
ENSG00000204928	chr5	145252531	-	GRXCR2	chr5:145239296-145252531
ENSG00000156463	chr5	145317439	+	SH3RF2	chr5:145316142-145461354
ENSG00000133706	chr5	145562223	-	LARS	chr5:145492601-145562223
